date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1982,24.0,125.9,21.7,3.0,5
1960,51.0,156.7,50.6,1.0,1
1982,25.0,124.3,20.1,1.0,5
1985,20.0,111.8,17.0,1.0,5
1982,25.0,124.6,25.2,3.0,8
1983,25.0,127.5,26.1,1.0,8
1983,25.0,127.5,26.1,1.0,8
1987,21.0,108.0,19.5,2.0,7
1987,21.0,108.0,19.5,2.0,7
1982,26.0,142.8,33.8,2.0,1
1982,26.0,142.8,33.8,2.0,1
1970,37.0,150.8,51.0,3.0,10
1967,41.0,148.1,49.1,1.0,5
1986,21.0,111.0,17.1,2.0,2
1986,21.0,111.0,17.1,3.0,2
1986,21.0,111.0,17.1,3.0,2
1945,63.0,166.5,59.7,1.0,12
1954,55.0,145.0,71.6,1.0,4
1980,27.0,142.6,42.5,3.0,6
1980,27.0,142.6,42.5,3.0,6
1964,43.0,148.3,61.3,2.0,6
1985,22.0,109.1,15.4,3.0,9
1985,22.0,110.1,15.7,3.0,9
1985,22.0,110.1,15.7,3.0,9
1979,28.0,151.1,47.3,1.0,8
1979,28.0,151.1,47.3,1.0,8
1982,25.0,125.6,24.3,1.0,7
1982,25.0,125.6,24.3,2.0,7
1962,45.0,156.1,46.6,1.0,12
1983,24.0,129.7,28.4,3.0,6
1983,24.0,129.7,28.4,3.0,6
1991,16.0,85.9,11.4,3.0,6
1991,16.0,83.9,10.6,3.0,5
1953,55.0,152.7,54.6,1.0,1
1979,28.0,152.4,60.0,1.0,10
1979,28.0,152.4,60.0,1.0,10
1981,26.0,142.8,32.6,1.0,1
1981,26.0,142.8,32.6,1.0,1
1981,26.0,142.8,32.6,1.0,1
1930,77.0,159.0,53.7,1.0,7
1988,21.0,100.2,14.6,2.0,5
1946,61.0,150.9,60.0,1.0,9
1946,61.0,150.9,60.0,1.0,9
1981,26.0,132.1,24.6,3.0,5
1981,26.0,132.1,24.6,3.0,5
1989,18.0,94.1,12.8,2.0,12
1989,18.0,94.1,12.8,2.0,12
1965,42.0,148.6,43.4,1.0,10
1965,42.0,148.6,43.4,1.0,10
1993,15.0,66.1,7.0,1.0,5
1993,15.0,66.1,7.0,1.0,5
1993,15.0,66.1,7.0,1.0,5
1959,48.0,152.6,51.3,1.0,9
1978,29.0,137.7,36.2,3.0,9
1978,29.0,137.7,36.2,3.0,9
1980,27.0,135.6,33.7,3.0,6
1966,42.0,150.8,58.7,2.0,1
1951,57.0,146.5,60.3,1.0,12
1970,37.0,162.3,58.1,3.0,7
1970,37.0,162.3,58.1,3.0,7
1939,69.0,167.3,63.8,1.0,12
1972,35.0,147.1,44.1,1.0,10
1972,35.0,147.1,44.1,1.0,10
1990,18.0,95.9,13.3,2.0,2
1990,18.0,95.9,13.3,2.0,2
1942,65.0,152.5,49.4,2.0,5
1961,46.0,147.9,48.6,1.0,10
1981,27.0,144.1,33.1,1.0,1
1981,27.0,144.1,33.1,1.0,1
1993,15.0,66.0,6.5,2.0,3
1993,15.0,66.0,6.5,2.0,3
1953,54.0,149.3,47.4,1.0,12
1943,63.0,166.0,67.7,3.0,8
1951,56.0,146.6,40.2,2.0,5
1966,41.0,144.1,54.6,2.0,6
1987,20.0,109.0,14.0,3.0,7
1954,55.0,158.0,39.4,2.0,2
1966,41.0,148.1,41.2,2.0,7
1985,22.0,118.1,17.0,3.0,6
1985,22.0,118.1,17.0,3.0,6
1993,14.0,54.5,4.8,3.0,11
1958,49.0,164.6,52.7,3.0,5
1989,18.0,94.0,11.6,3.0,10
1942,65.0,144.5,63.0,1.0,5
1978,29.0,165.5,57.0,3.0,11
1978,29.0,165.5,57.0,3.0,11
1983,25.0,137.4,37.4,3.0,2
1977,30.0,162.2,49.3,2.0,5
1958,50.0,157.6,53.4,3.0,3
1963,45.0,148.8,46.7,1.0,2
1986,21.0,112.2,17.4,1.0,12
1992,15.0,76.0,9.1,3.0,7
1944,63.0,152.9,48.1,1.0,7
1948,59.0,147.9,59.1,1.0,9
1975,32.0,158.3,48.8,3.0,10
1975,32.0,158.3,48.8,3.0,10
1984,24.0,139.2,26.9,3.0,11
1984,24.0,139.2,26.9,3.0,11
1949,59.0,159.9,60.5,2.0,2
1977,30.0,158.1,50.2,3.0,12
1980,28.0,141.6,32.2,3.0,3
1980,28.0,141.6,32.2,3.0,3
1984,23.0,123.1,22.9,3.0,8
1984,23.0,123.1,22.9,3.0,8
1960,48.0,167.1,54.4,3.0,1
1946,61.0,150.9,58.3,3.0,8
1954,53.0,144.0,69.0,2.0,9
1981,26.0,137.1,27.3,3.0,6
1981,26.0,137.1,27.3,3.0,6
1989,18.0,104.5,16.1,3.0,3
1969,38.0,168.9,65.2,3.0,7
1970,37.0,156.0,42.2,3.0,12
1960,47.0,161.2,63.7,3.0,5
1959,48.0,145.5,46.5,3.0,5
1990,17.0,89.7,16.3,3.0,7
1984,22.0,118.9,19.6,3.0,9
1988,19.0,105.8,14.5,2.0,6
1988,19.0,105.8,14.5,2.0,6
1993,14.0,63.4,6.7,2.0,5
1993,14.0,63.4,6.7,2.0,5
1951,56.0,164.1,55.4,1.0,3
1983,24.0,133.6,30.3,3.0,10
1954,53.0,147.3,43.1,1.0,9
1983,24.0,133.7,24.5,1.0,6
1985,22.0,121.1,22.8,3.0,11
1985,22.0,121.1,22.8,3.0,11
1992,15.0,65.2,6.0,3.0,3
1965,42.0,160.4,58.9,1.0,3
1974,31.0,148.8,57.1,1.0,10
1993,14.0,62.1,5.9,3.0,6
1945,63.0,144.9,64.5,3.0,2
1978,29.0,168.9,61.9,3.0,11
1978,29.0,168.9,61.9,1.0,11
1965,42.0,159.4,45.7,2.0,6
1969,38.0,138.6,40.4,1.0,5
1990,18.0,102.1,18.6,3.0,3
1992,15.0,76.3,8.7,3.0,5
1962,45.0,151.5,43.1,2.0,4
1959,49.0,144.7,64.9,1.0,4
1984,24.0,125.5,24.9,3.0,4
1955,50.0,155.1,68.6,1.0,7
1979,28.0,155.5,56.8,3.0,9
1951,52.0,166.9,88.9,2.0,5
1967,39.0,154.4,61.0,3.0,11
1992,15.0,72.9,7.6,3.0,9
1949,51.0,173.1,60.2,1.0,4
1951,49.0,159.7,58.8,2.0,12
1984,16.0,129.2,26.2,3.0,10
1962,45.0,169.6,56.9,3.0,8
1962,45.0,149.2,47.1,3.0,11
1986,22.0,124.4,22.4,3.0,1
1953,55.0,167.5,66.8,3.0,2
1953,55.0,167.5,66.8,1.0,2
1983,24.0,122.0,23.3,3.0,7
1983,24.0,122.0,23.3,3.0,7
1956,51.0,152.9,53.1,1.0,7
1979,28.0,156.1,44.2,3.0,10
1979,28.0,156.1,44.2,3.0,10
1991,17.0,87.1,13.1,1.0,3
1991,17.0,87.1,13.1,1.0,3
1970,37.0,163.1,54.8,3.0,8
1928,86.0,151.2,64.8,1.0,11
1984,23.0,123.5,24.9,3.0,7
1983,24.0,139.8,32.1,3.0,7
1983,24.0,139.8,32.1,3.0,7
1940,67.0,157.1,47.4,2.0,7
1981,26.0,127.7,23.6,2.0,8
1990,18.0,93.9,13.6,3.0,2
1990,18.0,93.9,13.6,3.0,2
1950,57.0,162.2,69.4,3.0,8
1950,57.0,162.2,69.4,1.0,8
1957,50.0,156.0,57.9,2.0,6
1981,27.0,137.1,30.0,3.0,2
1981,27.0,137.1,30.0,3.0,2
1992,15.0,77.1,10.1,2.0,7
1992,15.0,77.1,10.1,2.0,7
1982,26.0,141.8,30.7,3.0,3
1992,16.0,76.0,9.6,3.0,2
1992,16.0,76.0,9.6,3.0,2
1954,53.0,153.8,74.0,1.0,11
1988,19.0,103.3,16.0,3.0,11
1988,19.0,103.3,16.0,3.0,11
1978,22.0,166.0,52.8,3.0,10
1981,27.0,133.4,25.4,3.0,4
1981,27.0,133.4,25.4,3.0,4
1982,25.0,127.4,23.4,2.0,10
1982,25.0,127.4,23.4,2.0,10
1949,58.0,163.7,51.1,3.0,8
1960,48.0,155.8,47.6,3.0,1
1980,28.0,155.0,49.2,3.0,11
1980,28.0,155.0,49.2,3.0,11
1986,21.0,114.5,19.4,3.0,10
1986,21.0,114.5,19.4,3.0,10
1987,20.0,109.2,18.6,3.0,9
1969,38.0,167.2,56.5,3.0,8
1949,58.0,161.9,52.0,3.0,4
1952,55.0,147.3,43.5,2.0,6
1976,31.0,149.5,40.5,3.0,10
1976,31.0,149.5,40.5,3.0,10
1979,29.0,147.8,43.4,3.0,3
1979,29.0,147.8,43.4,3.0,3
1983,25.0,125.5,22.0,3.0,1
1983,24.0,123.4,22.5,2.0,7
1957,50.0,163.9,50.0,3.0,4
1958,49.0,169.0,56.5,1.0,10
1985,23.0,127.3,25.0,3.0,5
1985,23.0,127.3,25.0,3.0,5
1951,57.0,158.8,53.7,3.0,1
1954,53.0,147.5,50.5,2.0,12
1983,25.0,127.0,24.8,3.0,3
1983,25.0,127.0,24.8,3.0,3
1988,19.0,102.4,15.4,3.0,5
1988,19.0,102.4,15.4,3.0,5
1967,39.0,164.3,54.8,1.0,8
1968,40.0,149.0,53.8,3.0,2
1962,45.0,166.2,50.4,3.0,10
1989,18.0,105.9,18.5,3.0,12
1989,18.0,105.9,18.5,3.0,12
1962,45.0,152.7,45.8,3.0,11
1963,51.0,150.1,57.2,2.0,5
1956,51.0,156.7,51.8,1.0,10
1964,42.0,149.2,47.1,1.0,10
1975,34.0,164.0,59.6,2.0,1
1953,54.0,161.7,60.3,1.0,12
1957,51.0,153.0,62.7,1.0,5
1979,27.0,143.8,35.4,3.0,5
1990,17.0,84.5,10.2,2.0,9
1967,40.0,152.3,41.5,3.0,7
1973,34.0,158.6,43.9,1.0,5
1993,15.0,78.2,8.7,3.0,2
1956,52.0,163.0,58.4,3.0,3
1959,48.0,152.4,54.6,3.0,4
1959,48.0,152.4,54.6,3.0,4
1979,29.0,157.5,44.5,3.0,1
1948,59.0,156.7,61.4,2.0,6
1951,57.0,147.2,49.4,1.0,8
1980,27.0,142.7,33.3,3.0,10
1983,24.0,127.3,22.8,3.0,12
1983,24.0,127.3,22.8,3.0,12
1961,46.0,165.1,55.0,1.0,12
1968,39.0,152.6,45.3,2.0,9
1989,19.0,95.8,12.3,3.0,3
1963,44.0,150.8,47.0,2.0,11
1987,20.0,110.2,15.9,3.0,4
1949,58.0,157.7,46.3,3.0,4
1951,56.0,144.3,57.6,3.0,11
1961,45.0,147.2,40.9,2.0,7
1980,27.0,134.1,26.5,2.0,8
1987,20.0,111.0,15.7,2.0,5
1987,20.0,111.0,15.7,3.0,5
1956,51.0,159.7,66.1,2.0,8
1959,50.0,139.9,52.0,1.0,1
1980,27.0,136.8,28.0,3.0,5
1983,25.0,129.6,25.3,3.0,1
1986,22.0,113.3,17.3,3.0,4
1992,16.0,73.3,8.8,3.0,1
1993,15.0,68.9,6.1,3.0,1
1956,51.0,161.2,57.2,2.0,5
1956,51.0,161.2,57.2,2.0,5
1984,23.0,127.2,22.7,3.0,12
1986,21.0,118.1,18.2,3.0,12
1950,57.0,156.0,61.5,2.0,5
1946,62.0,149.1,41.5,3.0,3
1989,18.0,92.9,12.1,3.0,8
1951,57.0,147.4,67.2,3.0,4
1956,53.0,160.8,50.4,3.0,11
1953,53.0,148.1,55.6,3.0,7
1981,26.0,135.8,31.2,3.0,6
1981,26.0,135.8,31.2,3.0,6
1988,20.0,104.6,16.9,3.0,1
1988,20.0,104.6,16.9,3.0,1
1990,17.0,90.0,11.5,3.0,5
1963,44.0,150.6,55.9,1.0,4
1985,23.0,120.6,25.8,3.0,3
1990,17.0,88.9,12.5,3.0,7
1990,17.0,88.9,12.5,3.0,7
1949,58.0,163.7,61.2,3.0,10
1944,69.0,154.6,55.1,3.0,11
1983,25.0,128.0,28.9,3.0,4
1983,25.0,128.0,28.9,3.0,4
1951,57.0,152.1,57.7,3.0,1
1956,51.0,144.6,50.9,1.0,6
1982,26.0,124.2,22.8,3.0,12
1982,26.0,124.2,22.8,3.0,12
1984,23.0,119.2,21.2,3.0,5
1950,57.0,167.6,60.9,2.0,9
1953,54.0,141.0,50.0,1.0,10
1983,24.0,128.6,25.0,3.0,6
1952,55.0,149.7,69.8,1.0,3
1992,16.0,78.8,11.0,3.0,4
1965,42.0,155.5,45.1,3.0,6
1945,62.0,155.5,47.0,3.0,9
1983,24.0,129.4,25.2,2.0,10
1966,41.0,158.3,46.1,1.0,11
1966,41.0,146.2,42.8,1.0,10
1986,22.0,113.1,19.5,3.0,2
1989,19.0,100.5,12.2,3.0,5
1959,48.0,155.2,51.2,2.0,6
1961,46.0,150.5,41.9,2.0,9
1982,25.0,143.7,33.8,3.0,11
1982,25.0,143.7,33.8,3.0,11
1985,22.0,118.8,21.2,3.0,10
1989,19.0,102.1,14.5,3.0,8
1990,18.0,93.5,54.8,1.0,8
1990,18.0,93.5,54.8,1.0,8
1966,42.0,170.2,64.2,3.0,1
1966,41.0,145.6,46.0,3.0,10
1961,46.0,155.3,60.5,3.0,11
1957,50.0,165.3,77.6,2.0,5
1962,45.0,148.2,56.7,1.0,11
1985,22.0,119.8,21.8,3.0,10
1964,44.0,152.7,48.3,1.0,2
1982,27.0,134.3,27.9,1.0,9
1982,27.0,134.3,27.9,1.0,9
1985,23.0,124.3,23.5,1.0,2
1991,17.0,85.1,11.9,2.0,5
1992,15.0,72.6,7.0,1.0,4
1992,15.0,72.6,7.0,2.0,4
1948,59.0,167.7,63.2,1.0,7
1948,59.0,167.7,63.2,1.0,7
1981,26.0,136.9,26.1,3.0,10
1990,18.0,100.1,13.7,3.0,10
1985,23.0,113.1,19.3,1.0,2
1988,19.0,100.2,16.0,1.0,9
1988,19.0,100.2,16.0,1.0,9
1991,17.0,86.5,12.8,1.0,1
1933,60.0,146.2,57.6,1.0,8
1933,60.0,146.2,57.6,1.0,8
1980,27.0,144.0,39.0,3.0,6
1980,27.0,144.0,39.0,3.0,6
1992,15.0,74.0,8.3,3.0,7
1992,15.0,74.0,8.3,3.0,7
1990,46.0,96.1,13.4,1.0,2
1990,46.0,96.1,13.4,1.0,2
1983,24.0,123.2,19.7,1.0,6
1986,21.0,115.5,18.6,1.0,8
1986,21.0,115.5,18.6,1.0,8
1986,21.0,115.5,18.6,1.0,8
1987,19.0,105.5,18.8,1.0,8
1982,26.0,126.0,23.4,1.0,8
1982,26.0,126.0,23.4,1.0,8
1987,21.0,114.4,18.2,1.0,8
1987,21.0,114.4,18.2,1.0,8
1983,24.0,124.3,23.0,3.0,10
1983,24.0,124.3,23.0,3.0,10
1986,21.0,104.4,15.9,3.0,10
1988,17.0,93.4,12.3,3.0,10
1988,17.0,93.4,12.3,3.0,10
1984,25.0,132.0,25.3,3.0,2
1984,25.0,132.0,25.3,3.0,2
1984,25.0,132.0,25.3,3.0,2
1979,28.0,152.3,38.7,1.0,5
1979,28.0,152.3,38.7,1.0,5
1983,24.0,121.7,22.3,2.0,8
1986,21.0,108.1,16.0,1.0,10
1988,19.0,92.1,13.4,3.0,12
1982,26.0,130.1,26.0,2.0,1
1969,38.0,151.0,39.3,2.0,5
1983,24.0,131.3,25.1,3.0,12
1989,18.0,93.3,11.5,3.0,7
1960,48.0,150.2,51.4,1.0,3
1986,22.0,113.4,19.0,1.0,3
1986,22.0,113.4,19.0,1.0,3
1991,16.0,87.4,10.4,1.0,3
1991,16.0,87.4,10.4,1.0,3
1971,36.0,145.7,52.2,1.0,10
1991,17.0,86.7,10.5,3.0,2
1949,58.0,154.9,56.2,3.0,8
1942,69.0,161.3,58.7,1.0,12
1981,25.0,145.0,45.0,3.0,6
1977,30.0,151.6,40.1,3.0,1
1980,26.0,133.5,27.7,3.0,3
1980,26.0,135.6,30.0,2.0,3
1980,27.0,126.8,29.3,3.0,12
1980,27.0,126.8,29.3,3.0,12
1982,24.0,135.6,28.6,3.0,11
1987,21.0,112.2,17.9,3.0,8
1981,27.0,145.1,34.8,3.0,3
1981,27.0,145.1,34.8,3.0,3
1982,25.0,133.0,26.9,3.0,8
1979,28.0,145.5,34.2,2.0,11
1983,24.0,130.3,23.6,2.0,4
1951,56.0,145.8,43.7,3.0,3
1980,24.0,128.0,26.9,3.0,9
1986,20.0,103.9,17.3,3.0,8
1991,16.0,0.0,0.0,3.0,9
1966,40.0,161.5,48.8,3.0,1
1928,79.0,153.9,42.8,2.0,9
1928,79.0,153.9,42.8,2.0,9
1938,70.0,150.0,48.8,1.0,11
1938,70.0,150.0,48.8,1.0,11
1960,47.0,160.0,51.2,3.0,10
1960,47.0,160.0,51.2,3.0,10
1953,54.0,152.5,47.1,2.0,10
1948,59.0,148.0,60.0,3.0,8
1985,22.0,123.5,21.9,3.0,4
1957,50.0,144.4,37.6,2.0,8
1981,27.0,129.1,26.8,3.0,5
1982,24.0,128.0,25.9,3.0,6
1947,60.0,162.6,51.5,1.0,5
1985,24.0,154.9,48.7,3.0,11
1985,24.0,154.9,48.7,3.0,11
1985,22.0,115.7,19.4,3.0,10
1961,46.0,150.5,40.6,3.0,9
1965,42.0,161.4,53.5,3.0,5
1948,61.0,161.0,46.5,3.0,8
1947,60.0,149.6,43.2,3.0,8
1956,48.0,163.8,47.3,1.0,8
1963,43.0,146.6,47.8,2.0,10
1987,20.0,111.5,17.5,3.0,12
1987,20.0,111.5,17.5,3.0,12
1987,19.0,106.7,15.1,3.0,6
1987,19.0,106.7,15.1,3.0,6
1952,56.0,152.8,59.0,1.0,1
1979,32.0,165.3,49.5,3.0,11
1979,28.0,151.6,36.0,3.0,11
1979,28.0,151.6,36.0,3.0,11
1978,29.0,155.2,41.3,3.0,12
1978,29.0,144.6,47.1,3.0,4
1954,53.0,158.4,57.7,2.0,10
1981,26.0,131.3,25.0,3.0,8
1981,26.0,131.3,25.0,2.0,8
1981,26.0,131.3,25.0,3.0,8
1984,23.0,122.6,23.3,3.0,6
1986,21.0,117.2,20.1,2.0,2
1989,18.0,96.6,14.1,3.0,2
1991,16.0,78.6,10.4,2.0,8
1968,39.0,153.1,49.1,3.0,5
1960,47.0,155.7,50.3,3.0,2
1993,14.0,64.8,7.7,3.0,7
1965,42.0,154.9,48.7,1.0,4
1959,48.0,154.9,44.4,2.0,12
1982,25.0,134.1,24.8,3.0,5
1984,23.0,124.2,20.8,3.0,9
1984,23.0,124.2,20.8,3.0,9
1987,20.0,113.4,18.0,3.0,6
1985,22.0,122.4,22.0,3.0,5
1985,22.0,122.4,22.0,3.0,5
1965,42.0,163.1,46.4,1.0,12
1966,41.0,152.6,45.9,2.0,4
1951,56.0,151.6,48.1,2.0,9
1958,49.0,145.0,49.2,1.0,5
1979,28.0,152.2,39.5,2.0,4
1979,28.0,152.2,39.5,2.0,4
1967,40.0,173.3,65.5,3.0,6
1962,44.0,160.5,57.4,2.0,8
1964,43.0,160.3,61.5,3.0,11
1971,36.0,153.8,48.3,2.0,9
1990,17.0,0.0,0.0,3.0,9
1977,30.0,165.0,50.0,3.0,3
1957,50.0,155.4,65.1,1.0,5
1986,21.0,118.1,18.8,3.0,9
1989,18.0,109.5,16.7,2.0,5
1989,18.0,109.5,16.7,2.0,5
1992,15.0,78.5,8.9,3.0,5
1990,45.0,162.1,46.6,3.0,12
1944,63.0,169.2,51.2,3.0,8
1944,63.0,169.2,51.2,3.0,8
1979,28.0,139.0,32.9,3.0,12
1983,24.0,120.0,20.7,3.0,12
1983,24.0,120.0,20.7,3.0,12
1966,41.0,150.4,66.3,3.0,12
1987,20.0,120.4,20.8,3.0,10
1965,47.0,153.8,48.1,1.0,10
1920,87.0,155.1,50.2,1.0,3
1959,52.0,166.3,50.5,1.0,8
1941,65.0,144.5,46.6,1.0,2
1960,47.0,147.3,37.5,1.0,12
1979,28.0,148.3,35.8,2.0,7
1979,28.0,148.3,35.8,3.0,7
1982,25.0,131.5,25.5,3.0,5
1982,25.0,131.5,25.5,3.0,5
1984,23.0,125.5,23.1,2.0,11
1984,23.0,125.5,23.1,2.0,11
1992,16.0,0.0,91.1,3.0,1
1992,16.0,0.0,91.1,3.0,1
1938,70.0,166.1,52.5,1.0,1
1984,23.0,129.1,25.4,2.0,11
1981,27.0,147.3,47.7,3.0,1
1952,55.0,152.8,42.5,1.0,4
1977,30.0,156.8,41.2,3.0,7
1977,30.0,156.8,41.2,3.0,7
1979,28.0,154.2,37.6,3.0,6
1979,28.0,154.2,37.6,3.0,6
1979,28.0,145.1,31.6,3.0,5
1979,28.0,145.1,31.6,3.0,5
1981,26.0,140.5,34.8,3.0,12
1959,48.0,169.3,53.4,1.0,6
1986,21.0,110.3,17.4,3.0,7
1986,21.0,110.3,17.4,3.0,7
1988,18.0,181.5,13.5,3.0,2
1988,18.0,181.5,13.5,3.0,2
1991,17.0,88.9,12.0,3.0,1
1980,27.0,149.2,38.3,3.0,3
1985,22.0,115.4,17.9,3.0,3
1955,48.0,164.5,66.9,3.0,7
1962,45.0,152.5,49.8,3.0,9
1986,21.0,127.0,25.8,3.0,5
1986,21.0,127.0,25.8,3.0,5
1980,28.0,160.0,45.0,3.0,1
1990,17.0,0.0,0.0,2.0,12
1958,48.0,155.4,46.2,1.0,8
1985,22.0,116.3,18.2,3.0,5
1962,45.0,160.2,53.4,2.0,2
1985,22.0,114.7,21.8,3.0,8
1985,22.0,114.7,21.8,3.0,8
1989,18.0,97.2,14.1,2.0,8
1989,18.0,97.2,14.1,2.0,8
1956,51.0,154.7,54.9,3.0,7
1935,72.0,150.4,53.9,1.0,3
1971,36.0,148.0,47.2,1.0,8
1971,36.0,148.0,47.2,1.0,8
1951,56.0,160.8,48.6,2.0,12
1951,56.0,160.8,48.6,3.0,12
1945,62.0,142.0,63.9,1.0,6
1982,25.0,138.0,33.8,2.0,4
1984,23.0,117.1,20.8,2.0,5
1992,15.0,0.0,10.0,2.0,12
1984,23.0,120.6,20.7,3.0,4
1984,23.0,120.6,20.7,3.0,4
1985,22.0,116.2,19.4,3.0,12
1990,17.0,95.0,11.7,3.0,4
1990,17.0,95.0,11.7,3.0,4
1973,34.0,145.7,39.1,2.0,2
1973,34.0,145.7,39.1,1.0,2
1966,41.0,164.4,45.4,3.0,4
1966,41.0,164.4,45.4,3.0,4
1991,16.0,90.0,10.9,3.0,1
1966,41.0,164.7,52.7,1.0,5
1966,41.0,152.0,37.1,2.0,4
1963,45.0,159.4,51.1,1.0,5
1985,22.0,110.0,16.9,3.0,10
1985,22.0,110.0,16.9,3.0,10
1980,21.0,114.2,19.3,3.0,7
1980,21.0,114.2,19.3,3.0,7
1960,47.0,146.7,42.3,1.0,11
1991,16.0,74.5,9.9,3.0,12
1991,16.0,74.5,9.9,3.0,12
1991,16.0,74.5,9.8,3.0,12
1964,43.0,162.5,48.7,3.0,6
1960,47.0,154.7,43.8,3.0,7
1968,39.0,153.7,48.0,2.0,12
1991,16.0,79.9,8.6,3.0,11
1991,16.0,79.9,8.6,3.0,11
1953,55.0,161.5,53.6,3.0,1
1957,52.0,142.4,46.6,1.0,4
1976,28.0,147.2,43.2,3.0,11
1976,28.0,147.2,43.2,3.0,11
1998,25.0,140.3,35.9,3.0,12
1998,25.0,140.3,35.9,3.0,12
1992,15.0,71.1,7.1,3.0,9
1968,38.0,152.4,44.7,1.0,4
1968,38.0,152.4,44.7,1.0,4
1992,16.0,80.5,10.1,3.0,1
1950,52.0,156.0,45.1,1.0,4
1942,65.0,161.0,57.0,3.0,12
1948,58.0,151.1,56.0,3.0,6
1979,28.0,155.6,42.4,3.0,3
1981,26.0,140.2,29.3,3.0,10
1981,26.0,140.2,29.3,3.0,10
1942,65.0,0.0,0.0,3.0,12
1982,25.0,134.1,25.7,3.0,9
1992,15.0,80.0,10.4,3.0,3
1992,15.0,80.0,10.4,3.0,3
1964,44.0,158.1,52.8,1.0,2
1963,44.0,152.6,47.7,3.0,6
1990,17.0,92.6,12.9,3.0,12
1990,17.0,92.6,12.9,3.0,12
1948,67.0,154.1,39.8,1.0,7
1952,59.0,154.0,50.0,1.0,3
1945,62.0,147.3,40.9,1.0,6
1945,62.0,147.3,40.9,1.0,6
1987,21.0,112.1,20.2,3.0,1
1987,21.0,112.1,20.2,3.0,1
1955,52.0,154.2,52.0,1.0,12
1983,24.0,133.0,28.0,2.0,3
1983,24.0,133.0,28.0,2.0,3
1942,69.0,161.0,68.0,3.0,1
1942,65.0,151.5,46.3,3.0,5
1979,28.0,143.1,32.2,3.0,11
1982,25.0,131.3,26.0,3.0,8
1938,69.0,168.3,51.1,3.0,6
1982,25.0,135.6,26.9,3.0,8
1982,25.0,135.6,26.9,3.0,8
1942,64.0,149.4,46.5,1.0,8
1945,62.0,152.8,53.3,3.0,12
1963,44.0,157.7,54.3,3.0,4
1966,44.0,146.5,49.0,1.0,11
1985,22.0,114.0,18.7,3.0,10
1985,22.0,114.0,18.7,3.0,10
1987,20.0,109.6,18.1,3.0,4
1987,20.0,109.6,18.1,3.0,4
1981,26.0,149.2,36.6,3.0,9
1983,24.0,0.0,0.0,3.0,6
1983,24.0,0.0,0.0,3.0,6
1985,22.0,114.3,18.0,3.0,12
1985,22.0,114.3,18.0,3.0,12
1938,69.0,157.1,60.9,3.0,10
1959,48.0,167.2,57.8,1.0,9
1982,25.0,132.7,25.6,3.0,9
1982,25.0,132.7,25.6,3.0,9
1986,21.0,106.1,16.6,3.0,2
1986,21.0,106.1,16.6,3.0,2
1956,51.0,155.4,68.1,3.0,11
1987,20.0,113.0,23.1,3.0,3
1947,55.0,162.2,54.1,2.0,4
1981,26.0,147.3,32.4,3.0,9
1981,26.0,147.3,32.4,3.0,9
1968,40.0,161.4,52.1,2.0,1
1968,40.0,161.4,52.1,2.0,1
1967,36.0,150.4,40.7,2.0,11
1991,17.0,88.5,11.8,3.0,10
1991,17.0,88.5,11.8,3.0,10
1993,14.0,57.9,4.7,3.0,9
1976,31.0,162.3,54.7,3.0,6
1976,31.0,162.3,54.7,3.0,6
1993,15.0,72.3,8.3,3.0,1
1993,15.0,72.3,8.3,3.0,1
1993,15.0,72.3,8.3,3.0,1
1948,60.0,155.1,51.9,1.0,1
1948,59.0,148.0,46.3,1.0,9
1970,38.0,145.4,43.0,1.0,7
1970,38.0,145.4,43.0,1.0,7
1977,31.0,162.7,50.7,2.0,1
1961,46.0,154.2,49.3,3.0,6
1990,17.0,98.6,15.1,3.0,3
1993,14.0,0.0,5.8,3.0,8
1961,46.0,155.5,41.3,3.0,12
1963,46.0,144.6,42.4,1.0,5
1963,46.0,144.6,42.4,1.0,5
1958,49.0,161.0,46.5,1.0,7
1982,25.0,125.6,20.6,3.0,10
1982,25.0,125.6,20.6,3.0,10
1984,23.0,124.5,22.7,2.0,6
1984,23.0,124.5,22.7,3.0,6
1991,16.0,77.3,9.0,3.0,12
1991,16.0,77.3,9.0,3.0,12
1944,63.0,154.3,50.9,2.0,11
1966,41.0,167.4,59.0,3.0,11
1970,37.0,145.7,45.5,2.0,8
1988,19.0,96.9,12.4,3.0,6
1988,19.0,96.9,12.4,3.0,6
1990,17.0,93.3,11.4,2.0,5
1980,27.0,132.5,27.9,3.0,6
1980,27.0,132.5,27.9,3.0,6
1986,21.0,108.2,14.9,3.0,6
1967,41.0,152.0,59.4,1.0,2
1990,17.0,0.0,11.5,2.0,9
1990,17.0,0.0,11.5,2.0,9
1982,25.0,133.0,25.9,3.0,11
1983,24.0,133.5,25.2,2.0,4
1940,66.0,164.1,55.6,2.0,11
1955,52.0,144.5,49.4,1.0,11
1984,24.0,0.0,0.0,2.0,1
1984,24.0,0.0,0.0,2.0,1
1960,48.0,167.0,52.8,2.0,1
1960,47.0,156.1,57.3,2.0,6
1973,34.0,168.5,57.6,2.0,7
1947,60.0,165.3,72.6,2.0,4
1980,27.0,140.6,41.3,3.0,11
1980,27.0,140.6,41.3,3.0,11
1984,23.0,128.0,24.7,3.0,8
1984,23.0,128.0,24.7,3.0,8
1971,36.0,142.0,32.4,1.0,7
